SOURCE,COMMODITY,COUNTRY,TYPE,UNIT_MEAS,PROD_2023,PROD_EST_ 2024,PROD_NOTES,CAP_2023,CAP_EST_ 2024,CAP_NOTES,RESERVES_2024,RESERVE_NOTES,RESERVES_2024_CLEAN,COUNTRY_CLEAN
MCS2025,Peat,Belarus,Mine production,thousand metric tons,2200.0,2200.0,estimated 2023,,,,2600000,,2600000.0,Belarus
MCS2025,Peat,Canada ,Mine production,thousand metric tons,3030.0,3000.0,,,,,720000,,720000.0,Canada
MCS2025,Peat,Estonia,Mine production,thousand metric tons,1200.0,1200.0,estimated 2023,,,,570000,,570000.0,Estonia
MCS2025,Peat,Finland,Mine production,thousand metric tons,3300.0,3300.0,estimated 2023,,,,6000000,,6000000.0,Finland
MCS2025,Peat,Germany,Mine production,thousand metric tons,1720.0,1700.0,,,,,,Included with Other countries,,Germany
MCS2025,Peat,Latvia,Mine production,thousand metric tons,2430.0,2400.0,,,,,150000,,150000.0,Latvia
MCS2025,Peat,Lithuania,Mine production,thousand metric tons,394.0,400.0,,,,,210000,,210000.0,Lithuania
MCS2025,Peat,Poland,Mine production,thousand metric tons,846.0,850.0,,,,,,Included with Other countries,,Poland
MCS2025,Peat,Russia ,Mine production,thousand metric tons,1600.0,1600.0,estimated 2023,,,,1000000,,1000000.0,Russia
MCS2025,Peat,Sweden,Mine production,thousand metric tons,1820.0,2000.0,,,,,,Included with Other countries,,Sweden
MCS2025,Peat,Ukraine,Mine production,thousand metric tons,440.0,440.0,,,,,,Included with Other countries,,Ukraine
MCS2025,Perlite,United States,"Mine production, estimated",thousand metric tons,410.0,440.0,"Processed ore sold and used by producers, reported",,,,50000,,50000.0,United States
MCS2025,Perlite,Argentina,"Mine production, estimated",thousand metric tons,32.0,30.0,,,,,,,,Argentina
MCS2025,Perlite,Armenia,"Mine production, estimated",thousand metric tons,29.0,30.0,,,,,,,,Armenia
MCS2025,Perlite,China,"Mine production, estimated",thousand metric tons,1500.0,1500.0,,,,,32000,,32000.0,China
MCS2025,Perlite,Georgia,"Mine production, estimated",thousand metric tons,38.0,40.0,,,,,,,,Georgia
MCS2025,Perlite,Greece,"Mine production, estimated",thousand metric tons,840.0,850.0,,,,,180000,,180000.0,Greece
MCS2025,Perlite,Hungary,"Mine production, estimated",thousand metric tons,77.0,80.0,crude ore,,,,,,,Hungary
MCS2025,Perlite,Mexico,"Mine production, estimated",thousand metric tons,29.0,30.0,crude ore,,,,,,,Mexico
MCS2025,Perlite,New Zealand,"Mine production, estimated",thousand metric tons,18.0,20.0,,,,,,,,New Zealand
MCS2025,Perlite,Philippines,"Mine production, estimated",thousand metric tons,18.0,20.0,,,,,,,,Philippines
MCS2025,Perlite,Slovakia,"Mine production, estimated",thousand metric tons,39.0,40.0,,,,,30000,,30000.0,Slovakia
MCS2025,Perlite,South Africa,"Mine production, estimated",thousand metric tons,11.0,10.0,,,,,,,,South Africa
MCS2025,Perlite,Turkey,"Mine production, estimated",thousand metric tons,1170.0,1200.0,crude ore,,,,,,,Turkey
MCS2025,Phosphate rock,United States,"Mine production, marketable phosphate rock",thousand metric tons,19600.0,20000.0,,,,,1000000,,1000000.0,United States
MCS2025,Phosphate rock,Algeria,"Mine production, marketable phosphate rock",thousand metric tons,2000.0,2000.0,,,,,2200000,,2200000.0,Algeria
MCS2025,Phosphate rock,Australia,"Mine production, marketable phosphate rock",thousand metric tons,2500.0,2500.0,,,,,1100000,,1100000.0,Australia
MCS2025,Phosphate rock,Brazil,"Mine production, marketable phosphate rock",thousand metric tons,5280.0,5300.0,,,,,1600000,,1600000.0,Brazil
MCS2025,Phosphate rock,China,"Mine production, marketable phosphate rock",thousand metric tons,105000.0,110000.0,,,,,3700000,,3700000.0,China
MCS2025,Phosphate rock,Egypt,"Mine production, marketable phosphate rock",thousand metric tons,5000.0,5000.0,,,,,2800000,,2800000.0,Egypt
MCS2025,Phosphate rock,Finland,"Mine production, marketable phosphate rock",thousand metric tons,906.0,900.0,,,,,1000000,,1000000.0,Finland
MCS2025,Phosphate rock,India,"Mine production, marketable phosphate rock",thousand metric tons,1800.0,1600.0,,,,,31000,,31000.0,India
MCS2025,Phosphate rock,Israel,"Mine production, marketable phosphate rock",thousand metric tons,2310.0,2300.0,,,,,60000,,60000.0,Israel
MCS2025,Phosphate rock,Jordan,"Mine production, marketable phosphate rock",thousand metric tons,11500.0,12000.0,,,,,1000000,,1000000.0,Jordan
MCS2025,Phosphate rock,Kazakhstan,"Mine production, marketable phosphate rock",thousand metric tons,1500.0,1700.0,,,,,260000,,260000.0,Kazakhstan
MCS2025,Phosphate rock,Mexico,"Mine production, marketable phosphate rock",thousand metric tons,439.0,360.0,,,,,30000,,30000.0,Mexico
MCS2025,Phosphate rock,Morocco,"Mine production, marketable phosphate rock",thousand metric tons,33000.0,30000.0,,,,,50000000,,50000000.0,Morocco
MCS2025,Phosphate rock,Peru,"Mine production, marketable phosphate rock",thousand metric tons,4700.0,5000.0,,,,,210000,,210000.0,Peru
MCS2025,Phosphate rock,Russia ,"Mine production, marketable phosphate rock",thousand metric tons,13000.0,14000.0,,,,,2400000,,2400000.0,Russia
MCS2025,Phosphate rock,Saudi Arabia,"Mine production, marketable phosphate rock",thousand metric tons,9900.0,9500.0,,,,,1000000,,1000000.0,Saudi Arabia
MCS2025,Phosphate rock,Senegal,"Mine production, marketable phosphate rock",thousand metric tons,2400.0,2500.0,,,,,50000,,50000.0,Senegal
MCS2025,Phosphate rock,South Africa ,"Mine production, marketable phosphate rock",thousand metric tons,1720.0,2200.0,,,,,1500000,,1500000.0,South Africa
MCS2025,Phosphate rock,Syria,"Mine production, marketable phosphate rock",thousand metric tons,800.0,2000.0,,,,,250000,,250000.0,Syria
MCS2025,Phosphate rock,Togo,"Mine production, marketable phosphate rock",thousand metric tons,1610.0,1500.0,,,,,30000,,30000.0,Togo
MCS2025,Phosphate rock,Tunisia,"Mine production, marketable phosphate rock",thousand metric tons,3600.0,3300.0,,,,,2500000,,2500000.0,Tunisia
MCS2025,Phosphate rock,Turkey,"Mine production, marketable phosphate rock",thousand metric tons,960.0,800.0,,,,,71000,,71000.0,Turkey
MCS2025,Phosphate rock,Uzbekistan,"Mine production, marketable phosphate rock",thousand metric tons,800.0,900.0,,,,,100000,,100000.0,Uzbekistan
MCS2025,Phosphate rock,Vietnam,"Mine production, marketable phosphate rock",thousand metric tons,2500.0,2600.0,,,,,30000,,30000.0,Vietnam
MCS2025,Platinum-Group metals,United States,"Mine production, Palladium content",kilograms,10300.0,8000.0,,,,,820000,,820000.0,United States
MCS2025,Platinum-Group metals,Canada ,"Mine production, Palladium content",kilograms,16100.0,15000.0,,,,,310000,,310000.0,Canada
MCS2025,Platinum-Group metals,Russia ,"Mine production, Palladium content",kilograms,87000.0,75000.0,,,,,16000000,"Reserves for Russia are based on the Russian Classification system A+B+C1+C2, where C2 are deposits that are being developed or prepared for development.",16000000.0,Russia
MCS2025,Platinum-Group metals,South Africa ,"Mine production, Palladium content",kilograms,74900.0,72000.0,,,,,63000000,,63000000.0,South Africa
MCS2025,Platinum-Group metals,Zimbabwe,"Mine production, Palladium content",kilograms,15900.0,15000.0,,,,,1200000,,1200000.0,Zimbabwe
MCS2025,Platinum-Group metals,United States,"Mine production, Platinum content",kilograms,3040.0,2000.0,,,,,,,,United States
MCS2025,Platinum-Group metals,Canada ,"Mine production, Platinum content",kilograms,5170.0,5200.0,,,,,,,,Canada
MCS2025,Platinum-Group metals,Russia ,"Mine production, Platinum content",kilograms,21000.0,18000.0,,,,,,,,Russia
MCS2025,Platinum-Group metals,South Africa ,"Mine production, Platinum content",kilograms,125000.0,120000.0,,,,,,,,South Africa
MCS2025,Platinum-Group metals,Zimbabwe,"Mine production, Platinum content",kilograms,19200.0,19000.0,,,,,,,,Zimbabwe
MCS2025,Potash,United States,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,390.0,420.0,,,,,220000,,220000.0,United States
MCS2025,Potash,Belarus,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,4500.0,7000.0,,,,,750000,,750000.0,Belarus
MCS2025,Potash,Brazil,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,300.0,360.0,,,,,2300,,2300.0,Brazil
MCS2025,Potash,Canada ,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,13500.0,15000.0,,,,,1100000,,1100000.0,Canada
MCS2025,Potash,Chile,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,600.0,750.0,,,,,100000,,100000.0,Chile
MCS2025,Potash,China,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,6000.0,6300.0,,,,,180000,,180000.0,China
MCS2025,Potash,Germany,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,2700.0,3000.0,,,,,150000,,150000.0,Germany
MCS2025,Potash,Israel,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,2330.0,2400.0,,,,,,Large,,Israel
MCS2025,Potash,Jordan,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,1700.0,1800.0,,,,,,Large,,Jordan
MCS2025,Potash,Laos,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,1500.0,1500.0,,,,,1000000,,1000000.0,Laos
MCS2025,Potash,Russia ,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,9000.0,9000.0,,,,,920000,,920000.0,Russia
MCS2025,Potash,Spain,"Mine production, potassium oxide (K2O) equivalent",thousand metric tons,367.0,400.0,,,,,100000,,100000.0,Spain
MCS2025,Potash,United States,"Reserves, recoverable ore",thousand metric tons,,,,,,,970000,,970000.0,United States
MCS2025,Potash,Belarus,"Reserves, recoverable ore",thousand metric tons,,,,,,,3300000,,3300000.0,Belarus
MCS2025,Potash,Brazil,"Reserves, recoverable ore",thousand metric tons,,,,,,,10000,,10000.0,Brazil
MCS2025,Potash,Canada ,"Reserves, recoverable ore",thousand metric tons,,,,,,,4500000,,4500000.0,Canada
MCS2025,Potash,Chile,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Chile
MCS2025,Potash,China,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,China
MCS2025,Potash,Germany,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Germany
MCS2025,Potash,Israel,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Israel
MCS2025,Potash,Jordan,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Jordan
MCS2025,Potash,Laos,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Laos
MCS2025,Potash,Russia ,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Russia
MCS2025,Potash,Spain,"Reserves, recoverable ore",thousand metric tons,,,,,,,,,,Spain
MCS2025,Pumice & Pumicite,United States,"Mine production, estimated",thousand metric tons,438.0,450.0,Quantity sold and used by producers,,,,,,,United States
MCS2025,Pumice & Pumicite,Algeria,"Mine production, estimated",thousand metric tons,900.0,900.0,includes pozzolan and (or) volcanic tuff,,,,,,,Algeria
MCS2025,Pumice & Pumicite,Cameroon,"Mine production, estimated",thousand metric tons,280.0,280.0,includes pozzolan and (or) volcanic tuff,,,,,,,Cameroon
MCS2025,Pumice & Pumicite,Chile,"Mine production, estimated",thousand metric tons,730.0,730.0,includes pozzolan and (or) volcanic tuff,,,,,,,Chile
MCS2025,Pumice & Pumicite,Ecuador,"Mine production, estimated",thousand metric tons,800.0,800.0,,,,,,,,Ecuador
MCS2025,Pumice & Pumicite,Ethiopia,"Mine production, estimated",thousand metric tons,510.0,510.0,,,,,,,,Ethiopia
MCS2025,Pumice & Pumicite,France,"Mine production, estimated",thousand metric tons,280.0,280.0,includes pozzolan and (or) volcanic tuff,,,,,,,France
MCS2025,Pumice & Pumicite,Greece,"Mine production, estimated",thousand metric tons,1010.0,1010.0,includes pozzolan and (or) volcanic tuff,,,,,,,Greece
MCS2025,Pumice & Pumicite,Guatemala,"Mine production, estimated",thousand metric tons,570.0,570.0,,,,,,,,Guatemala
MCS2025,Pumice & Pumicite,Saudi Arabia,"Mine production, estimated",thousand metric tons,980.0,980.0,includes pozzolan and (or) volcanic tuff,,,,,,,Saudi Arabia
MCS2025,Pumice & Pumicite,Spain,"Mine production, estimated",thousand metric tons,240.0,240.0,,,,,,,,Spain
MCS2025,Pumice & Pumicite,Tanzania,"Mine production, estimated",thousand metric tons,230.0,230.0,includes pozzolan and (or) volcanic tuff,,,,,,,Tanzania
MCS2025,Pumice & Pumicite,Turkey,"Mine production, estimated",thousand metric tons,8200.0,8200.0,,,,,,,,Turkey
MCS2025,Pumice & Pumicite,Uganda,"Mine production, estimated",thousand metric tons,830.0,830.0,includes pozzolan and (or) volcanic tuff,,,,,,,Uganda
MCS2025,Rare earths,United States,"Mine production, rare-earth-oxide equivalent",metric tons,41600.0,45000.0,,,,,1900000,,1900000.0,United States
MCS2025,Rare earths,Australia,"Mine production, rare-earth-oxide equivalent",metric tons,16000.0,13000.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,5700000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 3.3 million tons.",5700000.0,Australia
MCS2025,Rare earths,Brazil,"Mine production, rare-earth-oxide equivalent",metric tons,140.0,20.0,,,,,21000000,,21000000.0,Brazil
MCS2025,Rare earths,Burma,"Mine production, rare-earth-oxide equivalent",metric tons,43000.0,31000.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,,,,Burma
MCS2025,Rare earths,Canada ,"Mine production, rare-earth-oxide equivalent",metric tons,,,,,,,830000,,830000.0,Canada
MCS2025,Rare earths,China,"Mine production, rare-earth-oxide equivalent",metric tons,255000.0,270000.0,Production quota; does not include undocumented production.,,,,44000000,,44000000.0,China
MCS2025,Rare earths,Greenland,"Mine production, rare-earth-oxide equivalent",metric tons,,,,,,,1500000,,1500000.0,Greenland
MCS2025,Rare earths,India,"Mine production, rare-earth-oxide equivalent",metric tons,2900.0,2900.0,,,,,6900000,,6900000.0,India
MCS2025,Rare earths,Madagascar,"Mine production, rare-earth-oxide equivalent",metric tons,2100.0,2000.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,,,,Madagascar
MCS2025,Rare earths,Malaysia,"Mine production, rare-earth-oxide equivalent",metric tons,310.0,130.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,,,,Malaysia
MCS2025,Rare earths,Nigeria,"Mine production, rare-earth-oxide equivalent",metric tons,7200.0,13000.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,,,,Nigeria
MCS2025,Rare earths,Russia ,"Mine production, rare-earth-oxide equivalent",metric tons,2500.0,2500.0,,,,,3800000,,3800000.0,Russia
MCS2025,Rare earths,South Africa ,"Mine production, rare-earth-oxide equivalent",metric tons,,,,,,,860000,,860000.0,South Africa
MCS2025,Rare earths,Tanzania,"Mine production, rare-earth-oxide equivalent",metric tons,,,,,,,890000,,890000.0,Tanzania
MCS2025,Rare earths,Thailand,"Mine production, rare-earth-oxide equivalent",metric tons,3600.0,13000.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,4500,,4500.0,Thailand
MCS2025,Rare earths,Vietnam,"Mine production, rare-earth-oxide equivalent",metric tons,300.0,300.0,"Estimated based on reported import data for China. Source: Zen Innovations, Global Trade Tracker.",,,,3500000,,3500000.0,Vietnam
MCS2025,Rhenium,United States,"Mine production, rhenium content",kilograms,9410.0,9500.0,,,,,400000,,400000.0,United States
MCS2025,Rhenium,Armenia,"Mine production, rhenium content",kilograms,210.0,200.0,,,,,95000,,95000.0,Armenia
MCS2025,Rhenium,Chile,"Mine production, rhenium content",kilograms,30000.0,29000.0,"Estimated rhenium recovered from roaster residues from Belgium, Chile, Mexico, and Peru.",,,,1300000,,1300000.0,Chile
MCS2025,Rhenium,China,"Mine production, rhenium content",kilograms,5300.0,5300.0,,,,,19000,,19000.0,China
MCS2025,Rhenium,Kazakhstan,"Mine production, rhenium content",kilograms,500.0,500.0,,,,,190000,,190000.0,Kazakhstan
MCS2025,Rhenium,"Korea, Republic of","Mine production, rhenium content",kilograms,2800.0,3000.0,,,,,,,,"Korea, Republic of"
MCS2025,Rhenium,Poland,"Mine production, rhenium content",kilograms,9380.0,9400.0,,,,,,,,Poland
MCS2025,Rhenium,Russia ,"Mine production, rhenium content",kilograms,,,na,,,,310000,,310000.0,Russia
MCS2025,Rhenium,Uzbekistan,"Mine production, rhenium content",kilograms,5000.0,5000.0,,,,,,,,Uzbekistan
MCS2025,Salt,United States,"Mine production, estimated",thousand metric tons,42000.0,40000.0,,,,,,,,United States
MCS2025,Salt,Australia,"Mine production, estimated",thousand metric tons,12000.0,13000.0,,,,,,,,Australia
MCS2025,Salt,Belarus,"Mine production, estimated",thousand metric tons,2000.0,2100.0,,,,,,,,Belarus
MCS2025,Salt,Brazil,"Mine production, estimated",thousand metric tons,6600.0,6600.0,,,,,,,,Brazil
MCS2025,Salt,Bulgaria,"Mine production, estimated",thousand metric tons,3000.0,3000.0,,,,,,,,Bulgaria
MCS2025,Salt,Canada ,"Mine production, estimated",thousand metric tons,12000.0,12000.0,,,,,,,,Canada
MCS2025,Salt,Chile,"Mine production, estimated",thousand metric tons,10000.0,11000.0,,,,,,,,Chile
MCS2025,Salt,China,"Mine production, estimated",thousand metric tons,54000.0,55000.0,,,,,,,,China
MCS2025,Salt,Egypt,"Mine production, estimated",thousand metric tons,2300.0,2300.0,,,,,,,,Egypt
MCS2025,Salt,France,"Mine production, estimated",thousand metric tons,4600.0,5000.0,,,,,,,,France
MCS2025,Salt,Germany,"Mine production, estimated",thousand metric tons,15000.0,16000.0,,,,,,,,Germany
MCS2025,Salt,India,"Mine production, estimated",thousand metric tons,27000.0,28000.0,,,,,,,,India
MCS2025,Salt,Iran,"Mine production, estimated",thousand metric tons,2700.0,2700.0,,,,,,,,Iran
MCS2025,Salt,Italy,"Mine production, estimated",thousand metric tons,1800.0,1900.0,,,,,,,,Italy
MCS2025,Salt,Mexico,"Mine production, estimated",thousand metric tons,8700.0,9000.0,,,,,,,,Mexico
MCS2025,Salt,Netherlands,"Mine production, estimated",thousand metric tons,5300.0,6000.0,,,,,,,,Netherlands
MCS2025,Salt,Pakistan,"Mine production, estimated",thousand metric tons,3100.0,3000.0,,,,,,,,Pakistan
MCS2025,Salt,Poland,"Mine production, estimated",thousand metric tons,4500.0,4600.0,,,,,,,,Poland
MCS2025,Salt,Russia ,"Mine production, estimated",thousand metric tons,8200.0,8000.0,,,,,,,,Russia
MCS2025,Salt,Saudi Arabia,"Mine production, estimated",thousand metric tons,2500.0,2400.0,,,,,,,,Saudi Arabia
MCS2025,Salt,Spain,"Mine production, estimated",thousand metric tons,3900.0,4000.0,,,,,,,,Spain
MCS2025,Salt,Turkey,"Mine production, estimated",thousand metric tons,9100.0,9000.0,,,,,,,,Turkey
MCS2025,Salt,United Kingdom,"Mine production, estimated",thousand metric tons,2700.0,2800.0,,,,,,,,United Kingdom
MCS2025,Sand and gravel (industrial),United States,"Mine production, estimated",metric tons,133000.0,130000.0,,,,,,,,United States
MCS2025,Sand and gravel (industrial),Argentina,"Mine production, estimated",metric tons,4000.0,4000.0,,,,,,,,Argentina
MCS2025,Sand and gravel (industrial),Australia,"Mine production, estimated",metric tons,5500.0,5600.0,,,,,,,,Australia
MCS2025,Sand and gravel (industrial),Bulgaria,"Mine production, estimated",metric tons,8050.0,8200.0,,,,,,,,Bulgaria
MCS2025,Sand and gravel (industrial),Canada ,"Mine production, estimated",metric tons,4100.0,4100.0,,,,,,,,Canada
MCS2025,Sand and gravel (industrial),China,"Mine production, estimated",metric tons,88100.0,89000.0,,,,,,,,China
MCS2025,Sand and gravel (industrial),France,"Mine production, estimated",metric tons,11900.0,12000.0,,,,,,,,France
MCS2025,Sand and gravel (industrial),Germany,"Mine production, estimated",metric tons,11100.0,11000.0,,,,,,,,Germany
MCS2025,Sand and gravel (industrial),India,"Mine production, estimated",metric tons,11900.0,12000.0,,,,,,,,India
MCS2025,Sand and gravel (industrial),Indonesia,"Mine production, estimated",metric tons,3540.0,3500.0,,,,,,,,Indonesia
MCS2025,Sand and gravel (industrial),Italy,"Mine production, estimated",metric tons,33000.0,33000.0,,,,,,,,Italy
MCS2025,Sand and gravel (industrial),Malaysia,"Mine production, estimated",metric tons,7000.0,7000.0,,,,,,,,Malaysia
MCS2025,Sand and gravel (industrial),Mexico,"Mine production, estimated",metric tons,2700.0,2700.0,,,,,,,,Mexico
MCS2025,Sand and gravel (industrial),Netherlands,"Mine production, estimated",metric tons,60000.0,60000.0,,,,,,,,Netherlands
MCS2025,Sand and gravel (industrial),Poland,"Mine production, estimated",metric tons,5930.0,5900.0,,,,,,,,Poland
MCS2025,Sand and gravel (industrial),Russia ,"Mine production, estimated",metric tons,7300.0,7300.0,,,,,,,,Russia
MCS2025,Sand and gravel (industrial),Saudi Arabia,"Mine production, estimated",metric tons,2100.0,2100.0,,,,,,,,Saudi Arabia
MCS2025,Sand and gravel (industrial),Spain,"Mine production, estimated",metric tons,6600.0,6000.0,,,,,,,,Spain
MCS2025,Sand and gravel (industrial),Turkey,"Mine production, estimated",metric tons,13000.0,13000.0,,,,,,,,Turkey
MCS2025,Sand and gravel (industrial),United Kingdom,"Mine production, estimated",metric tons,4900.0,4900.0,,,,,,,,United Kingdom
MCS2025,Selenium,United States,"Refinery production, selenium content",metric tons,,,W for 23-24,,,,10000,,10000.0,United States
MCS2025,Selenium,Belgium,"Refinery production, selenium content",metric tons,200.0,200.0,,,,,,,,Belgium
MCS2025,Selenium,Canada ,"Refinery production, selenium content",metric tons,130.0,130.0,,,,,6500,,6500.0,Canada
MCS2025,Selenium,China,"Refinery production, selenium content",metric tons,1780.0,1800.0,reported,,,,5000,,5000.0,China
MCS2025,Selenium,Finland,"Refinery production, selenium content",metric tons,122.0,170.0,reproted,,,,300,,300.0,Finland
MCS2025,Selenium,Germany,"Refinery production, selenium content",metric tons,50.0,50.0,,,,,,,,Germany
MCS2025,Selenium,India,"Refinery production, selenium content",metric tons,14.0,14.0,,,,,500,,500.0,India
MCS2025,Selenium,Japan,"Refinery production, selenium content",metric tons,680.0,710.0,,,,,,,,Japan
MCS2025,Selenium,Peru,"Refinery production, selenium content",metric tons,50.0,50.0,reported,,,,16000,,16000.0,Peru
MCS2025,Selenium,Poland,"Refinery production, selenium content",metric tons,74.0,74.0,reported,,,,3000,,3000.0,Poland
MCS2025,Selenium,Russia ,"Refinery production, selenium content",metric tons,350.0,340.0,,,,,26000,,26000.0,Russia
MCS2025,Selenium,Serbia,"Refinery production, selenium content",metric tons,24.0,60.0,,,,,,,,Serbia
MCS2025,Selenium,South Africa ,"Refinery production, selenium content",metric tons,9.0,9.0,,,,,,,,South Africa
MCS2025,Selenium,Sweden,"Refinery production, selenium content",metric tons,4.0,, ,,,,500,,500.0,Sweden
MCS2025,Selenium,Turkey,"Refinery production, selenium content",metric tons,50.0,50.0,,,,,,,,Turkey
MCS2025,Selenium,Uzbekistan,"Refinery production, selenium content",metric tons,2.0,2.0,,,,,,,,Uzbekistan
MCS2025,Silicon,United States,"Plant production, Ferosilicon, silicon content ",thousand metric tons,,,W for 23-24,,,,,,,United States
MCS2025,Silicon,Australia,"Plant production, Ferosilicon, silicon content ",thousand metric tons,,,,,,,,,,Australia
MCS2025,Silicon,Bhutan,"Plant production, Ferosilicon, silicon content ",thousand metric tons,82.0,80.0,,,,,,,,Bhutan
MCS2025,Silicon,Brazil,"Plant production, Ferosilicon, silicon content ",thousand metric tons,190.0,200.0,,,,,,,,Brazil
MCS2025,Silicon,Canada ,"Plant production, Ferosilicon, silicon content ",thousand metric tons,23.0,20.0,,,,,,,,Canada
MCS2025,Silicon,China,"Plant production, Ferosilicon, silicon content ",thousand metric tons,3640.0,3500.0,,,,,,,,China
MCS2025,Silicon,France,"Plant production, Ferosilicon, silicon content ",thousand metric tons,23.0,20.0,,,,,,,,France
MCS2025,Silicon,Germany,"Plant production, Ferosilicon, silicon content ",thousand metric tons,,,,,,,,,,Germany
MCS2025,Silicon,Iceland,"Plant production, Ferosilicon, silicon content ",thousand metric tons,73.0,70.0,,,,,,,,Iceland
MCS2025,Silicon,India,"Plant production, Ferosilicon, silicon content ",thousand metric tons,59.0,60.0,,,,,,,,India
MCS2025,Silicon,Kazakhstan,"Plant production, Ferosilicon, silicon content ",thousand metric tons,127.0,130.0,,,,,,,,Kazakhstan
MCS2025,Silicon,Malaysia,"Plant production, Ferosilicon, silicon content ",thousand metric tons,91.0,130.0,,,,,,,,Malaysia
MCS2025,Silicon,Norway,"Plant production, Ferosilicon, silicon content ",thousand metric tons,176.0,180.0,,,,,,,,Norway
MCS2025,Silicon,Poland,"Plant production, Ferosilicon, silicon content ",thousand metric tons,33.0,30.0,,,,,,,,Poland
MCS2025,Silicon,Russia ,"Plant production, Ferosilicon, silicon content ",thousand metric tons,473.0,470.0,,,,,,,,Russia
MCS2025,Silicon,South Africa ,"Plant production, Ferosilicon, silicon content ",thousand metric tons,37.0,40.0,,,,,,,,South Africa
MCS2025,Silicon,Spain,"Plant production, Ferosilicon, silicon content ",thousand metric tons,44.0,40.0,,,,,,,,Spain
MCS2025,Silicon,United States,"Plant production, silicon metal",thousand metric tons,,,W for 23-24,,,,,,,United States
MCS2025,Silicon,Australia,"Plant production, silicon metal",thousand metric tons,39.0,40.0,,,,,,,,Australia
MCS2025,Silicon,Bhutan,"Plant production, silicon metal",thousand metric tons,,,,,,,,,,Bhutan
MCS2025,Silicon,Brazil,"Plant production, silicon metal",thousand metric tons,196.0,190.0,,,,,,,,Brazil
MCS2025,Silicon,Canada ,"Plant production, silicon metal",thousand metric tons,29.0,30.0,,,,,,,,Canada
MCS2025,Silicon,China,"Plant production, silicon metal",thousand metric tons,3630.0,3900.0,,,,,,,,China
MCS2025,Silicon,France,"Plant production, silicon metal",thousand metric tons,90.0,90.0,,,,,,,,France
MCS2025,Silicon,Germany,"Plant production, silicon metal",thousand metric tons,59.0,60.0,,,,,,,,Germany
MCS2025,Silicon,Iceland,"Plant production, silicon metal",thousand metric tons,24.0,20.0,,,,,,,,Iceland
MCS2025,Silicon,India,"Plant production, silicon metal",thousand metric tons,,,,,,,,,,India
MCS2025,Silicon,Kazakhstan,"Plant production, silicon metal",thousand metric tons,7.0,7.0,,,,,,,,Kazakhstan
MCS2025,Silicon,Malaysia,"Plant production, silicon metal",thousand metric tons,,,,,,,,,,Malaysia
MCS2025,Silicon,Norway,"Plant production, silicon metal",thousand metric tons,123.0,120.0,,,,,,,,Norway
MCS2025,Silicon,Poland,"Plant production, silicon metal",thousand metric tons,,,,,,,,,,Poland
MCS2025,Silicon,Russia ,"Plant production, silicon metal",thousand metric tons,54.0,50.0,,,,,,,,Russia
MCS2025,Silicon,South Africa ,"Plant production, silicon metal",thousand metric tons,13.0,10.0,,,,,,,,South Africa
MCS2025,Silicon,Spain,"Plant production, silicon metal",thousand metric tons,5.0,5.0,,,,,,,,Spain
MCS2025,Silver,United States,"Mine production, silver content",metric tons,1020.0,1100.0,,,,,23000,,23000.0,United States
MCS2025,Silver,Argentina,"Mine production, silver content",metric tons,808.0,800.0,,,,,6500,,6500.0,Argentina
MCS2025,Silver,Australia,"Mine production, silver content",metric tons,1030.0,1000.0,,,,,94000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 27,000 tons.",94000.0,Australia
MCS2025,Silver,Bolivia,"Mine production, silver content",metric tons,1350.0,1300.0,,,,,22000,,22000.0,Bolivia
MCS2025,Silver,Chile,"Mine production, silver content",metric tons,1260.0,1200.0,,,,,26000,,26000.0,Chile
MCS2025,Silver,Canada ,"Mine production, silver content",metric tons,306.0,300.0,,,,,4900,,4900.0,Canada
